mt,src,score
"Podsumowując, chciałbym tylko zaznaczyć, że wiesz, że wieloryby żyją w niesamowitym środowisku akustycznym.",So to conclude I would just like to point out you know the whales live in an amazing acoustic environment.,4.416666667
Więc co możemy zrobić.,So what can we do.,5
Powstrzymujemy się od robienia rzeczy.,We refrain from doing things.,4.416666667
Nie możemy dogadać się z innymi ludźmi nawet we własnych rodzinach.,We can't deal with other people even in our own families.,5
"Jeśli zawieje je wiatr, są jak chrząszcze uwięzione na ziemi.",If the wind blows them over they are like beetles stuck there on the ground.,4
To pokazuje siłę zachęt.,It shows the strength of encouragement.,4.75
"I ten budynek, który jest po prostu naturalnie hermetyczny, rozebraliśmy.",And this building which is just naturally hermetic we stripped.,4.5
"A oto, co się stanie, jeśli trafisz na parę ludzi, którzy mają wspólne DNA, a mianowicie klony lub identyczne bliźnięta.",And here is what happens if you get a pair of people who share all their DNA namely clones or identical twins.,4.416666667
Po prostu chciałem być w centrum.,I just wanted to be in the center.,4.666666667
Liczba ta w Stanach Zjednoczonych i Europie Zachodniej wynosi osiem procent.,The number across the US and Western Europe is eight percent.,3.833333333
W dniu premiery opublikowali 12-stronicowy dodatek w Wall Street Journal.,They had a 12 page supplement in the Wall Street Journal the day it launched.,4.75
"Będą to pewne proste cechy projektowe, a także niektóre cechy, jeśli zechcesz inteligencji interakcji.",And these will be some simple design qualities and they will also be some qualities of if you will the intelligence of interaction.,4.083333333
Curitiba Rio to jak całowanie się dwóch ptaków.,Curitiba Rio it is like two birds kissing themselves.,4.666666667
"I sprawił, że igła wyglądała, jakby Hulk ją złamał.",And made a needle look like the Hulk is broken it.,4.666666667
"Roboty Davida Hansona, które okazują emocje.",David Hanson's robots that show emotions.,4.5
Ale dziś kobiety odbudowują Ruandę.,But today women are rebuilding Rwanda.,5
Więc mój proces jest bardzo prosty.,So my process is very straightforward.,4.416666667
"Ale to, co jest tutaj kluczowe, to powód, dla którego te grupy były w stanie się połączyć, ponieważ ich wyniki pracy są typu, które można łatwo udostępnić cyfrowo, obraz lub oprogramowanie do plików muzycznych.","But what is crucial here is why these groups were able to connect, because their work results are a type that can easily be shared digitally, with a picture or with music file software.",4.166666667
"Teraz cały ten apolliński model platoński jest tym, na czym opiera się przemysł budowlany, a jest wiele rzeczy, które to pogarszają.",Now all that that Apollonian Platonic model is what the building industry is predicated on and there are a number of things that exacerbate that.,4.333333333
Szybki moment dla projektantów na widowni.,Quick moment for the designers in the audience.,4.416666667
"Tak więc Europa nie jest teraz tylko przykładem do naśladowania, ale jest wrogiem, z którym trzeba walczyć i stawiać opór.","So Europe is not just an example to follow, but it is an enemy to fight and resist.",4.583333333
"I z grubsza przetłumaczone oznacza powód, dla którego budzisz się rano.",And roughly translated means why you wake up in the morning.,4.083333333
"Kładą się spać około 20:00 do północy, a następnie ponownie śpią od około 2:00 do wschodu słońca.",They go to bed around 8 00 pm until midnight and then again they sleep from about 2 00 am until sunrise.,4.5
Teraz to się nie wydarzy jutro. To zajmie trochę czasu.,"It's not gonna happen tomorrow, it's gonna take some time.",4.333333333
"Jesteśmy u progu największego odkrycia, jakie kiedykolwiek znała ludzkość.",We are on the verge of the greatest exploration that the human race has ever known.,4.416666667
Możemy odegrać niezwykle konstruktywną rolę.,We can play an extremely constructive role.,4.833333333
"Ale to, co kocham i jestem dziennikarzem, a to, co kocham, to znajdowanie ukrytych wzorców. Uwielbiam być detektywem danych.","But what I love and am a journalist, and what I love is finding hidden patterns, and I love being a data detective.",4.25
Twoim zadaniem jest wydobywać takie rzeczy na pierwszym planie i wprowadzać je na karty historii.,Your job is to excavate things like this in the foreground and make them enter the pages of history.,3.833333333
Irlandia jest obecnie jedną z najszybciej rozwijających się gospodarek w Unii Europejskiej.,Ireland is one of the fastest growing economies in the European Union today.,4.5
"Mam tu wyzwalacz, tutaj wyzwalacz, tutaj, właśnie tam.",I have a trigger here trigger here here here Right there.,4
"Ten właściwie nigdzie nie poszedł, ale robiąc to, zmoczyłem stopy.",This one actually didn not go anywhere but I got my feet wet doing this.,4.25
"Tak więc Honey Bee Network opiera się na zasobach, w które bogaci są biedni ludzie.",So Honey Bee Network is based on resources that poor people are rich in.,4.583333333
"Strażnik powiedział mi, że przychodzą codziennie, żeby zobaczyć, czy centrum się otworzy.",The guard told me they come every day to see if the center would open.,4.333333333
Nie mamy środków do dyspozycji.,We don't have the resources.,4.583333333
"Pamiętam, że już jako dziecko myślałem, że najbardziej w życiu pragnęłam wszystkiego zrozumieć, a następnie przekazać to wszystkim innym.","I remember that as a kid, I thought that I wanted to understand everything most in my life and then pass it on to everyone else.",3.916666667
Każdy kraj ma kontekstowy napój alkoholowy. We Francji jest to Pernod.,Every country has a contextual alcoholic drink In France it is Pernod.,4.916666667
"Cóż, statystycznie większość osób przystępujących do organizacji ekstremistycznych ma wysokie wykształcenie.",Well statistically the majority of those who join extremist organizations are highly educated.,4.666666667
"Zaczniemy od małego kawałka tutaj, a ja wezmę mały kawałek tutaj. Myślę, że lepiej bym go spróbował, zanim zjesz go na lunch.","We're gonna start with a little piece here, and I'm gonna take a little piece here, and I think I'd better try it before you eat it for lunch.",4.583333333
"I wysadzają dwa z nich i mają dla nich dwa wspaniałe glosy 8 na 10 znaczących rzeczy, a my mówimy, z którego z nich chcesz zrezygnować.","And they blow up two of them and have two great voices for them 8 out of 10 significant things, and we say which one of them you want to give up.",3.75
Oto obywatel amerykański i jego syn ze sztuczną stopą.,Here is an American citizen and his son having an artificial foot.,4.75
Niestety jest anonimowy. Jego imię nie jest wymienione.,"Unfortunately, he's anonymous.",4.833333333
Taka była wiadomość. To był eksperyment.,That was the message That was the experiment.,4.5
"Więc jeśli nie my, to kto.","So if it's not us, it's who.",5
"Jeśli spojrzysz na Triceratopsa, zobaczysz, że się zmienia, zmienia kształt.",If you look at the Triceratops you can see it is changing it is shape shifting.,3.833333333
"A przynajmniej tak mówisz, kiedy się identyfikujesz.",Or at least that is what you say when you identify yourself.,4.5
Tak więc natura ma podobną strukturę.,So nature has this self similar structure.,4.583333333
"I to jest mniej futurystyczne, niż mogłoby się wydawać.",And this is less futuristic than it may sound.,4.416666667
"Voice Kismet, czy lubisz tę zabawkę?",Voice Kismet do you like the toy Oh.,4.25
To znaczy od 1985 do 2003 roku.,That is from 1985 to 2003.,4.5
Dlaczego więc nie tylu ludzi.,Then why not so many people.,4.583333333
"To jest instruktor, którego Alicia i ja wybraliśmy na męską rolę.",This is the instructor that Alicia and I chose for the male lead.,3.416666667
Zobacz tę lukę Jest luka i ma ona wpływ na wszystkie inne historie.,See this gap There is a gap and it affects all other stories.,4
"Ale spójrz na twarz i mowę ciała wszystkich na tym rozmytym zdjęciu, a poczujesz, że wszyscy się bawią.",But take a look at the face and the body language of everybody in this fuzzy picture and you can get a sense that they are all at play.,4.666666667
Darwin wpadł na niesamowity pomysł.,Darwin had this amazing idea.,4.416666667
"Mamy nadzieję, że podgrzewacz dla niemowląt Embrace i inne proste innowacje, takie jak ta, reprezentują nowy trend w przyszłości technologii prostych, lokalnych, przystępnych cenowo rozwiązań, które mogą mieć ogromny wpływ społeczny.","We hope that the Embrace infant heater and other simple innovations such as this represent a new trend in the future of simple, local, affordable solutions that can have a huge social impact.",4.5
A oni według badań są najlepszymi liderami biznesu.,And they're the best business leaders according to research.,4.5
"A w tradycyjnym modelu, jeśli wykonałeś migawkową ocenę, mówisz, że to są utalentowane dzieci, to są powolne dzieci.",And in a traditional model if you did a snapshot assessment you say These are the gifted kids these are the slow kids.,4
"A kiedy Kibaki doszedł do władzy poprzez koalicję sił, które próbowały oczyścić z korupcji w Kenii, zlecili ten raport, wydali około dwóch milionów funtów na ten i powiązany raport.",And when Kibaki got into power through a coalition of forces that were trying to clean up corruption in Kenya they commissioned this report spent about two million pounds on this and an associated report.,4.333333333
"Wierzył w moje umiejętności rysownika, mimo że nie miał bezpośrednich dowodów na to, że jestem dobry w czymkolwiek, wszystko, co widział, było tylko zamazaniem.","He believed in my sketch artist skills, even though he had no direct evidence that I was good at anything, everything he saw was just a blur.",4.25
Szybka ścieżka Rozgrywamy grę.,We fast track We figure out the game.,3.333333333
Za pierwszym razem była to sekcja C.,The first time it was section C.,4.833333333
"Jeśli połączę je razem, światło się wyłączy.","If I put them together, the light will turn off.",4.5
Będziesz miał nowe zrozumienie i zaufanie do swojego ciała.,You will have a new understanding and trust in your body.,4.416666667
